name,japanese_name,abilities,type1,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary
Lilligant,Dredearドレディア,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,75,1000000,1.1,70,0,549,110,75,90,16.3,5,0
Basculin,Bassraoバスラオ,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,65,1000000,1,70,50,550,80,55,98,18,5,0
Sandile,Megurocoメグロコ,"['Intimidate', 'Moxie', 'Anger Point']",ground,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,35,1059860,0.7,50,50,551,35,35,65,15.2,5,0
Krokorok,Waruvileワルビル,"['Intimidate', 'Moxie', 'Anger Point']",ground,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,45,1059860,1,60,50,552,45,45,74,33.4,5,0
Krookodile,Waruvialワルビアル,"['Intimidate', 'Moxie', 'Anger Point']",ground,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,80,1059860,1.5,95,50,553,65,70,92,96.3,5,0
Darumaka,Darumakkaダルマッカ,"['Hustle', 'Inner Focus']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,45,1059860,0.6,70,50,554,15,45,50,37.5,5,0
Darmanitan,Hihidarumaヒヒダルマ,"['Sheer Force', 'Zen Mode']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,105,1059860,1.3,105,50,555,140,105,55,92.9,5,0
Maractus,Maracacchiマラカッチ,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,67,1000000,1,75,50,556,106,67,60,28,5,0
Dwebble,Ishizumaiイシズマイ,"['Sturdy', 'Shell Armor', 'Weak Armor']",bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,85,1000000,0.3,50,50,557,35,35,55,14.5,5,0
Crustle,Iwapalaceイワパレス,"['Sturdy', 'Shell Armor', 'Weak Armor']",bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,125,1000000,1.4,70,50,558,65,75,45,200,5,0
Scraggy,Zurugguズルッグ,"['Shed Skin', 'Moxie', 'Intimidate']",dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,70,1000000,0.6,50,50,559,35,70,48,11.8,5,0
Scrafty,Zuruzukinズルズキン,"['Shed Skin', 'Moxie', 'Intimidate']",dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,115,1000000,1.1,65,50,560,45,115,58,30,5,0
Sigilyph,Symbolerシンボラー,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",psychic,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,80,1000000,1.4,72,50,561,103,80,97,14,5,0
Yamask,Desumasuデスマス,['Mummy'],ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,85,1000000,0.5,38,50,562,55,65,30,1.5,5,0
Cofagrigus,Desukarnデスカーン,['Mummy'],ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,145,1000000,1.7,58,50,563,95,105,30,76.5,5,0
Tirtouga,Protogaプロトーガ,"['Solid Rock', 'Sturdy', 'Swift Swim']",water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,103,1000000,0.7,54,88.1,564,53,45,22,16.5,5,0
Carracosta,Abagouraアバゴーラ,"['Solid Rock', 'Sturdy', 'Swift Swim']",water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,133,1000000,1.2,74,88.1,565,83,65,32,81,5,0
Archen,Archenアーケン,['Defeatist'],rock,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,45,1000000,0.5,55,88.1,566,74,45,70,9.5,5,0
Archeops,Archeosアーケオス,['Defeatist'],rock,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,65,1000000,1.4,75,88.1,567,112,65,110,32,5,0
Trubbish,Yabukuronヤブクロン,"['Stench', 'Sticky Hold', 'Aftermath']",poison,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,62,1000000,0.6,50,50,568,40,62,65,31,5,0
Garbodor,Dustdasダストダス,"['Stench', 'Weak Armor', 'Aftermath']",poison,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,82,1000000,1.9,80,50,569,60,82,75,107.3,5,0
Zorua,Zoruaゾロア,['Illusion'],dark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,40,1059860,0.7,40,88.1,570,80,40,65,12.5,5,0
Zoroark,Zoroarkゾロアーク,['Illusion'],dark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,60,1059860,1.6,60,88.1,571,120,60,105,81.1,5,0
Minccino,Chillarmyチラーミィ,"['Cute Charm', 'Technician', 'Skill Link']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,40,800000,0.4,55,24.6,572,40,40,75,5.8,5,0
Cinccino,Chillaccinoチラチーノ,"['Cute Charm', 'Technician', 'Skill Link']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,60,800000,0.5,75,24.6,573,65,60,115,7.5,5,0
Gothita,Gothimuゴチム,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,50,1059860,0.4,45,24.6,574,55,65,45,5.8,5,0
Gothorita,Gothimiruゴチミル,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,70,1059860,0.7,60,24.6,575,75,85,55,18,5,0
Gothitelle,Gothiruselleゴチルゼル,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,95,1059860,1.5,70,24.6,576,95,110,65,44,5,0
Solosis,Uniranユニラン,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,40,1059860,0.3,45,50,577,105,50,20,1,5,0
Duosion,Doublanダブラン,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,50,1059860,0.6,65,50,578,125,60,30,8,5,0
Reuniclus,Lanculusランクルス,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,75,1059860,1,110,50,579,125,85,30,20.1,5,0
Ducklett,Koaruhieコアルヒー,"['Keen Eye', 'Big Pecks', 'Hydration']",water,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,305,190,50,1000000,0.5,62,50,580,44,50,55,5.5,5,0
Swanna,Swannaスワンナ,"['Keen Eye', 'Big Pecks', 'Hydration']",water,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,473,45,63,1000000,1.3,75,50,581,87,63,98,24.2,5,0
Vanillite,Vanipetiバニプッチ,"['Ice Body', 'Snow Cloak', 'Weak Armor']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,305,255,50,1250000,0.4,36,50,582,65,60,44,5.7,5,0
Vanillish,Vanirichバニリッチ,"['Ice Body', 'Snow Cloak', 'Weak Armor']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,395,120,65,1250000,1.1,51,50,583,80,75,59,41,5,0
Vanilluxe,Baivanillaバイバニラ,"['Ice Body', 'Snow Warning', 'Weak Armor']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,535,45,85,1250000,1.3,71,50,584,110,95,79,57.5,5,0
Deerling,Shikijikaシキジカ,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",normal,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,335,190,50,1000000,0.6,60,50,585,40,50,75,19.5,5,0
Sawsbuck,Mebukijikaメブキジカ,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",normal,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,475,75,70,1000000,1.9,80,50,586,60,70,95,92.5,5,0
Emolga,Emongaエモンガ,"['Static', 'Motor Drive']",electric,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,60,1000000,0.4,55,50,587,75,60,103,5,5,0
Karrablast,Kaburumoカブルモ,"['Swarm', 'Shed Skin', 'No Guard']",bug,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,315,200,45,1000000,0.5,50,50,588,40,45,60,5.9,5,0
Escavalier,Chevargoシュバルゴ,"['Swarm', 'Shell Armor', 'Overcoat']",bug,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,105,1000000,1,70,50,589,60,105,20,33,5,0
Foongus,Tamagetakeタマゲタケ,"['Effect Spore', 'Regenerator']",grass,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,45,1000000,0.2,69,50,590,55,55,15,1,5,0
Amoonguss,Morobareruモロバレル,"['Effect Spore', 'Regenerator']",grass,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,70,1000000,0.6,114,50,591,85,80,30,10.5,5,0
Frillish,Pururillプルリル,"['Water Absorb', 'Cursed Body', 'Damp']",water,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,50,1000000,1.2,55,50,592,65,85,40,33,5,0
Jellicent,Burungelブルンゲル,"['Water Absorb', 'Cursed Body', 'Damp']",water,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,70,1000000,2.2,100,50,593,85,105,60,135,5,0
Alomomola,Mamanbouママンボウ,"['Healer', 'Hydration', 'Regenerator']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,470,75,80,800000,1.2,165,50,594,40,45,65,31.6,5,0
Joltik,Bachuruバチュル,"['Compoundeyes', 'Unnerve', 'Swarm']",bug,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,50,1000000,0.1,50,50,595,57,50,65,0.6,5,0
Galvantula,Dentulaデンチュラ,"['Compoundeyes', 'Unnerve', 'Swarm']",bug,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,60,1000000,0.8,70,50,596,97,60,108,14.3,5,0
Ferroseed,Tesseedテッシード,['Iron Barbs'],grass,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,91,1000000,0.6,44,50,597,24,86,10,18.8,5,0
Ferrothorn,Nutreyナットレイ,"['Iron Barbs', 'Anticipation']",grass,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,131,1000000,1,74,50,598,54,116,20,110,5,0
Klink,Giaruギアル,"['Plus', 'Minus', 'Clear Body']",steel,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,300,130,70,1059860,0.3,40,NA,599,45,60,30,21,5,0
Klang,Gigiaruギギアル,"['Plus', 'Minus', 'Clear Body']",steel,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,95,1059860,0.6,60,NA,600,70,85,50,51,5,0
Klinklang,Gigigiaruギギギアル,"['Plus', 'Minus', 'Clear Body']",steel,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,115,1059860,0.6,60,NA,601,70,85,90,81,5,0
Tynamo,Shibishirasuシビシラス,['Levitate'],electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,275,190,40,1250000,0.2,35,50,602,45,40,60,0.3,5,0
Eelektrik,Shibibeelシビビール,['Levitate'],electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,70,1250000,1.2,65,50,603,75,70,40,22,5,0
Eelektross,Shibirudonシビルドン,['Levitate'],electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,80,1250000,2.1,85,50,604,105,80,50,80.5,5,0
Elgyem,Ligrayリグレー,"['Telepathy', 'Synchronize', 'Analytic']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,55,1000000,0.5,55,50,605,85,55,30,9,5,0
Beheeyem,Ohbemオーベム,"['Telepathy', 'Synchronize', 'Analytic']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,485,90,75,1000000,1,75,50,606,125,95,40,34.5,5,0
Litwick,Hitomoshiヒトモシ,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,55,1059860,0.3,50,50,607,65,55,20,3.1,5,0
Lampent,Lamplerランプラー,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,60,1059860,0.6,60,50,608,95,60,55,13,5,0
Chandelure,Chandelaシャンデラ,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,520,45,90,1059860,1,60,50,609,145,90,80,34.3,5,0
Axew,Kibagoキバゴ,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,10240,35,320,75,60,1250000,0.6,46,50,610,30,40,57,18,5,0
Fraxure,Onondoオノンド,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,410,60,70,1250000,1,66,50,611,40,50,67,36,5,0
Haxorus,Ononokusオノノクス,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,90,1250000,1.8,76,50,612,60,70,97,105.5,5,0
Cubchoo,Kumasyunクマシュン,"['Snow Cloak', 'Slush Rush', 'Rattled']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,5120,70,305,120,40,1000000,0.5,55,50,613,60,40,40,8.5,5,0
Beartic,Tunbearツンベアー,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,80,1000000,2.6,95,50,614,70,80,50,260,5,0
Cryogonal,Freegeoフリージオ,['Levitate'],ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,50,1000000,1.1,80,NA,615,95,135,105,148,5,0
Shelmet,Chobomakiチョボマキ,"['Hydration', 'Shell Armor', 'Overcoat']",bug,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,305,200,85,1000000,0.4,50,50,616,40,65,25,7.7,5,0
Accelgor,Agilderアギルダー,"['Hydration', 'Sticky Hold', 'Unburden']",bug,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,40,1000000,0.8,80,50,617,100,60,145,25.3,5,0
Stunfisk,Maggyoマッギョ,"['Static', 'Limber', 'Sand Veil']",ground,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,84,1000000,0.7,109,50,618,81,99,32,11,5,0
Mienfoo,Kojofuコジョフー,"['Inner Focus', 'Regenerator', 'Reckless']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,50,1059860,0.9,45,50,619,55,50,65,20,5,0
Mienshao,Kojondoコジョンド,"['Inner Focus', 'Regenerator', 'Reckless']",fighting,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,60,1059860,1.4,65,50,620,95,60,105,35.5,5,0
Druddigon,Crimganクリムガン,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",dragon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,90,1000000,1.6,77,50,621,60,90,48,139,5,0
Golett,Gobitゴビット,"['Iron Fist', 'Klutz', 'No Guard']",ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,50,1000000,1,59,NA,622,35,50,35,92,5,0
Golurk,Goloogゴルーグ,"['Iron Fist', 'Klutz', 'No Guard']",ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,80,1000000,2.8,89,NA,623,55,80,55,330,5,0
Pawniard,Komatanaコマタナ,"['Defiant', 'Inner Focus', 'Pressure']",dark,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,70,1000000,0.5,45,50,624,40,40,60,10.2,5,0
Bisharp,Kirikizanキリキザン,"['Defiant', 'Inner Focus', 'Pressure']",dark,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,100,1000000,1.6,65,50,625,60,70,70,70,5,0
Bouffalant,Buffronバッフロン,"['Reckless', 'Sap Sipper', 'Soundproof']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,95,1000000,1.6,95,50,626,40,95,55,94.6,5,0
Rufflet,Washibonワシボン,"['Keen Eye', 'Sheer Force', 'Hustle']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,350,190,50,1250000,0.5,70,100,627,37,50,60,10.5,5,0
Braviary,Warrgleウォーグル,"['Keen Eye', 'Sheer Force', 'Defiant']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,75,1250000,1.5,100,100,628,57,75,80,41,5,0
Vullaby,Valchaiバルチャイ,"['Big Pecks', 'Overcoat', 'Weak Armor']",dark,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,75,1250000,0.5,70,0,629,45,65,60,9,5,0
Mandibuzz,Vulginaバルジーナ,"['Big Pecks', 'Overcoat', 'Weak Armor']",dark,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,105,1250000,1.2,110,0,630,55,95,80,39.5,5,0
Heatmor,Kuitaranクイタラン,"['Gluttony', 'Flash Fire', 'White Smoke']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,66,1000000,1.4,85,50,631,105,66,65,58,5,0
Durant,Aiantアイアント,"['Swarm', 'Hustle', 'Truant']",bug,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,484,90,112,1000000,0.3,58,50,632,48,48,109,33,5,0
Deino,Monozuモノズ,['Hustle'],dark,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,300,45,50,1250000,0.8,52,50,633,45,50,38,17.3,5,0
Zweilous,Diheadジヘッド,['Hustle'],dark,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,70,1250000,1.4,72,50,634,65,70,58,50,5,0
Hydreigon,Sazandoraサザンドラ,['Levitate'],dark,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,90,1250000,1.8,92,50,635,125,90,98,160,5,0
Larvesta,Merlarvaメラルバ,"['Flame Body', 'Swarm']",bug,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,55,1250000,1.1,55,50,636,50,55,60,28.8,5,0
Volcarona,Ulgamothウルガモス,"['Flame Body', 'Swarm']",bug,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,65,1250000,1.6,85,50,637,135,105,100,46,5,0
Cobalion,Cobalonコバルオン,['Justified'],steel,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,129,1250000,2.1,91,NA,638,90,72,108,250,5,1
Terrakion,Terrakionテラキオン,['Justified'],rock,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,90,1250000,1.9,91,NA,639,72,90,108,260,5,1
Virizion,Virizionビリジオン,['Justified'],grass,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,72,1250000,2,91,NA,640,90,129,108,200,5,1
Tornadus,Tornelos (keshin Forme)トルネロス,"['Prankster', 'Defiant', 'Regenerator']",flying,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,580,3,80,1250000,1.5,79,100,641,110,90,121,63,5,1
Thundurus,Voltolos (keshin Forme)ボルトロス,"['Prankster', 'Defiant', 'Volt Absorb']",electric,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,580,3,70,1250000,1.5,79,100,642,145,80,101,61,5,1
Reshiram,Reshiramレシラム,['Turboblaze'],dragon,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,100,1250000,3.2,100,NA,643,150,120,90,330,5,1
Zekrom,Zekromゼクロム,['Teravolt'],dragon,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,120,1250000,2.9,100,NA,644,120,100,90,345,5,1
Landorus,Landlos (keshin Forme)ランドロス,"['Sand Force', 'Sheer Force', 'Intimidate']",ground,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,90,1250000,1.5,89,100,645,105,80,91,68,5,1
Kyurem,Kyuremキュレム,"['Pressure', 'Teravolt', 'Turboblaze']",dragon,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,90,1250000,3,125,NA,646,170,100,95,325,5,1
Keldeo,Keldeo (itsumo No Sugata)ケルディオ,['Justified'],water,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,90,1250000,1.4,91,NA,647,129,90,108,48.5,5,1
Meloetta,Meloetta (step Forme)メロエッタ,['Serene Grace'],normal,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,90,1250000,0.6,100,NA,648,77,77,128,6.5,5,1
Genesect,Genesectゲノセクト,['Download'],bug,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,95,1250000,1.5,71,NA,649,120,95,99,82.5,5,1
Chespin,Harimaronハリマロン,"['Overgrow', 'Bulletproof']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,5120,70,313,45,65,1059860,0.4,56,88.1,650,48,45,38,9,6,0
Quilladin,Hariborgハリボーグ,"['Overgrow', 'Bulletproof']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,95,1059860,0.7,61,88.1,651,56,58,57,29,6,0
Chesnaught,Brigarronブリガロン,"['Overgrow', 'Bulletproof']",grass,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,530,45,122,1059860,1.6,88,88.1,652,74,75,64,90,6,0
Fennekin,Fokkoフォッコ,"['Blaze', 'Magician']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,40,1059860,0.4,40,88.1,653,62,60,60,9.4,6,0
Braixen,Tairenarテールナー,"['Blaze', 'Magician']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,409,45,58,1059860,1,59,88.1,654,90,70,73,14.5,6,0
Delphox,Mahoxyマフォクシー,"['Blaze', 'Magician']",fire,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,72,1059860,1.5,75,88.1,655,114,100,104,39,6,0
Froakie,Keromatsuケロマツ,"['Torrent', 'Protean']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,40,1059860,0.3,41,88.1,656,62,44,71,7,6,0
Frogadier,Gekogashiraゲコガシラ,"['Torrent', 'Protean']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,52,1059860,0.6,54,88.1,657,83,56,97,10.9,6,0
